前金區,土地,東金段1681~1710地號,53.0,商,,,1071122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5500000,103774,,0.0,0,建物為未辦保存登記,RPPNMLLKKHOFFAE37CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區文信路301~330號,12.81,商,,,1080107,土地1建物1車位0,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850907,158.34,4,2,2,有,有,8000000,50524,坡道機械,0.0,0,,RPRNMLSKKHOFFAE28CA
鹽埕區,房地(土地+建物),高雄市鹽埕區新樂街274巷1~30號,29.55,商,,,1071124,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0680811,85.77,3,2,2,有,無,2000000,23318,,0.0,0,,RPUPMLSKKHOFFAE78CA
鼓山區,房地(土地+建物),高雄市鼓山區翠華路121~150號,73.0,住,,,1071230,土地1建物1車位0,全,二層,透天厝,,加強磚造,0620125,73.56,4,2,1,有,無,9500000,129146,,0.0,0,,RPSOMLTKKHOFFAE58CA
鹽埕區,房地(土地+建物),高雄市鹽埕區建國四路181~210號,94.0,商,,,1071227,土地2建物1車位0,全,二層,透天厝,,見使用執照,02904,139.94,5,1,5,有,無,11000000,78605,,0.0,0,含增建或未登記建物。;,RPPOMLKLKHOFFAE47CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區昌盛路1~30號,10.87,商,,,1071212,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880930,107.39,3,2,2,有,有,6800000,63321,坡道機械,7.05,0,,RPXNMLMLKHOFFAE38CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北三路241~270號,21.49,住,,,1071222,土地1建物1車位1,十七層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040611,254.35000000000002,0,0,0,無,有,14200000,55829,坡道平面,29.14,0,,RPOOMLMLKHOFFAE57CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕國街331~360號,18.07,住,,,1071225,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931104,145.85,3,2,2,有,有,8800000,60336,坡道平面,0.0,0,,RPVNMLQLKHOFFAE58CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍水二路31~60號,30.91,住,,,1071021,土地1建物1車位2,二十三層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031212,379.17,3,2,3,有,有,30580000,80650,坡道平面,33.6,0,,RPVOMLQLKHOFFAE68CA
新興區,房地(土地+建物),高雄市新興區八德一路301~330號,9.84,商,,,1080114,土地2建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0660627,83.16,3,2,2,有,有,4100000,49303,,0.0,0,,RPQNMLLKKHOFFBE57CA
新興區,房地(土地+建物),高雄市新興區六合一路151~180號,4.86,商,,,1080121,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0710212,47.27,1,2,1,有,有,2200000,46541,,0.0,0,,RPRNMLLKKHOFFBE67CA
苓雅區,房地(土地+建物),高雄市苓雅區文昌路57巷1~30號,31.58,住,,,1080106,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0690421,79.39,3,2,2,有,無,3300000,41567,,0.0,0,,RPSNMLNKKHOFFBE97CA
新興區,房地(土地+建物),高雄市新興區復橫一路157巷1~30號,34.5,商,,,1080119,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),,加強磚造,0560622,66.09,3,1,1,有,無,2700000,40853,,0.0,0,,RPQNMLOKKHOFFBE87CA
