village,transaction_sign,location,landArea,usingMethod,non-metropolis,non-metropolis-use,date,transaction_number,floor,total_floor,state,main_use,materials,complete_years,buildingArea,rooms,halls,healths,compartmenteds,manage,total_price,unit_price,berth_type,berth_area,berth_price,note,serial_number
金沙鎮,土地,斗門劃測段871~900地號,264.09,農,,,1080120,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4300000,16282,,0.0,0,,RPSNMLLJKHOFFAW86DA
