內湖區,房地(土地+建物)+車位,臺北市內湖區東湖路33巷1~30號,36.73,商,,,1071227,土地2建物1車位2,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951027,277.53,4,2,2,有,有,36000000,129716,坡道平面,90.92,0,含增建或未登記建物。;,RPUPMLLKKHOFFCA87CA
內湖區,土地,石潭段四小段151~180地號,17.73,住,,,1080118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3752000,211619,,0.0,0,,RPSNMLNKKHOFFCA67CA
中山區,房地(土地+建物),臺北市中山區新生北路三段93巷31~60號,47.0,住,,,1071203,土地2建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0621103,97.77,3,2,1,有,無,13200000,135011,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPWNMLNKKHOFFCA08CA
內湖區,土地,康寧段四小段181~210地號,0.8,其他,,,1080115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,52266,0,,0.0,0,包含公共設施保留地之交易。;,RPTPMLKLKHOFFCA77CA
內湖區,土地,康寧段四小段181~210地號,0.8,其他,,,1080116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,52266,0,,0.0,0,包含公共設施保留地之交易。;,RPUPMLKLKHOFFCA87CA
內湖區,土地,康寧段四小段181~210地號,0.8,其他,,,1080116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,52266,0,,0.0,0,包含公共設施保留地之交易。;,RPWPMLKLKHOFFCA08CA
內湖區,土地,康寧段四小段181~210地號,0.8,其他,,,1080116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,52266,0,,0.0,0,包含公共設施保留地之交易。;,RPXPMLKLKHOFFCA18CA
內湖區,土地,康寧段四小段181~210地號,0.2,其他,,,1080118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13066,0,,0.0,0,包含公共設施保留地之交易。;,RPPQMLKLKHOFFCA47CA
內湖區,土地,康寧段四小段181~210地號,0.2,其他,,,1080118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13066,0,,0.0,0,包含公共設施保留地之交易。;,RPQQMLKLKHOFFCA57CA
內湖區,土地,康寧段四小段181~210地號,0.4,其他,,,1080118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,26133,0,,0.0,0,包含公共設施保留地之交易。;,RPRQMLKLKHOFFCA67CA
內湖區,土地,康寧段四小段181~210地號,0.8,其他,,,1080116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,52266,0,,0.0,0,包含公共設施保留地之交易。;,RPSQMLKLKHOFFCA77CA
內湖區,土地,康寧段四小段181~210地號,3.6,其他,,,1080117,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,235195,65332,,0.0,0,包含公共設施保留地之交易。;,RPTQMLKLKHOFFCA87CA
內湖區,土地,康寧段四小段181~210地號,0.6,其他,,,1080115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,39199,0,,0.0,0,包含公共設施保留地之交易。;,RPUQMLKLKHOFFCA97CA
內湖區,土地,康寧段四小段181~210地號,0.2,其他,,,1080115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13066,0,,0.0,0,包含公共設施保留地之交易。;,RPWQMLKLKHOFFCA18CA
內湖區,土地,康寧段四小段181~210地號,7.2,其他,,,1080118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,470390,65332,,0.0,0,包含公共設施保留地之交易。;,RPXQMLKLKHOFFCA28CA
內湖區,土地,康寧段四小段181~210地號,0.8,其他,,,1080118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,52266,0,,0.0,0,包含公共設施保留地之交易。;,RPORMLKLKHOFFCA47CA
松山區,房地(土地+建物),臺北市松山區民生東路四段91~120號,19.43,商,,,1071228,土地3建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680925,116.53999999999999,2,1,2,有,有,26500000,227390,,0.0,0,,RPWNMLLJKHOFFDA87CA
松山區,房地(土地+建物),臺北市松山區富錦街359巷1弄1~30號,24.2,住,,,1071222,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670215,74.61,3,2,1,有,無,7200000,96502,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPROMLLJKHOFFDA47CA
松山區,房地(土地+建物),臺北市松山區八德路四段631~660號,7.74,商,,,1071111,土地1建物1車位0,四層,十三層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0951110,71.46000000000001,1,1,1,有,有,17000000,237895,,0.0,0,含增建或未登記建物。;,RPSNMLLKKHOFFDA57CA
信義區,車位,臺北市信義區永吉路225巷1~30號,1.76,住,,,1071230,土地0建物0車位1,一層,十四層,其他,見其他登記事項,鋼筋混凝土造,1070109,35.32,0,0,0,有,有,2350000,,坡道平面,0.0,2350000,,RPQNMLOKKHOFFDA67CA
信義區,房地(土地+建物),臺北市信義區忠孝東路四段559巷1~30號,7.12,住,,,1080114,土地1建物1車位0,五層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820506,38.6,1,1,1,有,無,8200000,212435,,0.0,0,,RPWNMLOKKHOFFDA28CA
信義區,房地(土地+建物),臺北市信義區吳興街269巷1弄1~30號,26.5,住,,,1071225,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630208,76.95,3,2,1,有,無,11250000,146199,,0.0,0,含增建或未登記建物。;,RPPOMLKLKHOFFDA37CA
信義區,房地(土地+建物),臺北市信義區松山路421~450號,27.5,住,,,1071216,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0570925,81.72,0,0,0,無,無,18000000,220264,,0.0,0,,RPPNMLMLKHOFFDA47CA
信義區,房地(土地+建物),臺北市信義區松山路650巷15弄1~30號,53.5,住,,,1080109,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,58.35,4,1,2,有,無,8800000,150814,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOPMLMLKHOFFDA57CA
南港區,車位,臺北市南港區興華路64巷1~30號,1.2,住,,,1080122,土地0建物0車位1,地下三層,十三層,其他,停車空間,鋼筋混凝土造,0971030,48.3,0,0,0,有,有,1530000,,坡道平面,48.3,1530000,,RPXPMLPLKHOFFDA78CA
信義區,房地(土地+建物)+車位,臺北市信義區松平路61~90號,42.66,住,,,1071221,土地2建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870428,164.95,3,2,2,有,有,40500000,245529,坡道平面,0.0,0,,RPWNMLRLKHOFFDA68CA
士林區,房地(土地+建物),臺北市士林區承德路四段40巷121~150號,11.67,住,,,1071218,土地1建物1車位0,二層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0591008,35.6,1,1,1,有,有,4600000,129213,,0.0,0,,RPRNMLPLKHOFFEA08CA
大安區,房地(土地+建物),臺北市大安區和平東路一段31~60號,5.63,商,,,1080101,土地2建物2車位0,三層,十九層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0790307,73.54,3,1,2,有,有,4400000,59831,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOPMLLJKHOFFFA47CA
大安區,車位,臺北市大安區和平東路二段175巷1~30號,0.69,住,,,1080116,土地0建物0車位1,一層,十層,其他,見其他登記事項,鋼筋混凝土造,0990113,16.080000000000002,0,0,0,有,有,1600000,,升降機械,16.08,1600000,急買急賣。;,RPPNMLLKKHOFFFA47CA
大安區,房地(土地+建物),臺北市大安區師大路59巷1~30號,7.3,商,,,1071225,土地1建物1車位0,四層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0951214,27.46,1,1,1,有,有,7500000,273125,,0.0,0,含增建或未登記建物。;,RPSNMLLKKHOFFFA77CA
大安區,房地(土地+建物),臺北市大安區和平東路二段91~120號,8.31,商,,,1071220,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0730616,106.97,3,2,2,有,有,23000000,215014,,0.0,0,含增建或未登記建物。;,RPUNMLLKKHOFFFA97CA
文山區,房地(土地+建物)+車位,臺北市文山區政大二街215巷1~30號,71.4,住,,,1071221,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0920609,140.09,3,2,2,有,有,13680000,97652,坡道平面,0.0,0,,RPUNMLLKKHOFFAA57DA
萬華區,房地(土地+建物),臺北市萬華區漢口街二段31~60號,7.14,商,,,1080104,土地1建物1車位0,七層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0630620,62.4,4,2,2,有,有,4700000,75321,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPROMLLJKHOFFBA37DA
大同區,房地(土地+建物),臺北市大同區重慶北路二段70巷1~30號,16.2,商,,,1080112,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720126,73.3,3,3,2,有,無,12500000,170532,,0.0,0,含增建或未登記建物。,RPVNMLLKKHOFFBA77DA
萬華區,房地(土地+建物),臺北市萬華區西園路二段372巷101弄1~30號,2.31,住,,,1080128,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0591130,5.81,1,1,1,有,有,210000,36145,,0.0,0,親友、員工或其他特殊關係間之交易。;持分買賣,RPTNMLNKKHOFFBA77DA
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段411巷62弄1~30號,19.75,住,,,1071030,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970331,138.60000000000002,2,2,1,有,有,25000000,226335,坡道平面,39.19,2500000,含增建或未登記建物。;,RPWNMLMKKHOFFCA08DA
中山區,房地(土地+建物)+車位,臺北市中山區敬業三路162巷31~60號,43.31,住,,,1071223,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890628,143.07999999999998,3,2,2,有,有,21500000,150266,坡道平面,0.0,0,含增建或未登記建物。,RPQOMLSKKHOFFCA18DA
松山區,房地(土地+建物),臺北市松山區八德路三段199巷1~30號,12.38,住,,,1071212,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730127,67.39,2,2,1,有,有,13800000,204778,,0.0,0,含增建或未登記建物。,RPXOMLLJKHOFFDA18DA
南港區,房地(土地+建物),臺北市南港區南港路二段38巷31~60號,27.81,住,,,1071221,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971201,134.49,3,2,2,有,有,27650000,205591,,0.0,0,,RPPPMLLJKHOFFDA47DA
南港區,房地(土地+建物),臺北市南港區玉成街61~90號,7.88,住,,,1071227,土地1建物1車位0,三層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0860825,37.4,1,1,1,有,有,8800000,235294,,0.0,0,含增建或未登記建物。;,RPOPMLLKKHOFFDA47DA
南港區,房地(土地+建物)+車位,臺北市南港區三重路41巷31~60號,29.81,住,,,1071227,土地1建物1車位2,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010119,284.11,3,2,2,有,有,38380000,157260,坡道平面,71.84,5000000,,RPQOMLNKKHOFFDA77DA
