village,transaction_sign,location,landArea,usingMethod,non-metropolis,non-metropolis-use,date,transaction_number,floor,total_floor,state,main_use,materials,complete_years,buildingArea,rooms,halls,healths,compartmenteds,manage,total_price,unit_price,berth_type,berth_area,berth_price,note,serial_number
西嶼鄉,土地,二崁南段421~450地號,398.4,住,,,1080123,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,843570,2117,,0.0,0,"合購住宅區,農業道路用地,8筆平均價每坪7000元",RPRNMLLJKHOFFAX76CA
馬公市,土地,興崁段961~990地號,1093.42,,一般農業區,農牧用地,1071227,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5110000,4673,,0.0,0,,RPTNMLMKKHOFFAX17CA
白沙鄉,土地,赤崁北段271~300地號,1092.54,,一般農業區,農牧用地,1070508,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5600000,5126,,0.0,0,,RPRNMLOKKHOFFAX17CA
白沙鄉,土地,通梁南段931~960地號,8.33,其他,,,1080117,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,66642,8000,,0.0,0,道路用地協議價購,RPVNMLOKKHOFFAX57CA
白沙鄉,土地,通梁南段931~960地號,8.33,其他,,,1080117,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,66642,8000,,0.0,0,道路用地協議價購,RPWNMLOKKHOFFAX67CA
馬公市,房地(土地+建物),澎湖縣馬公市西衛421~450號,215.76,,一般農業區,甲種建築用地,1071219,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1041228,262.03,6,1,6,有,無,9300000,35492,,0.0,0,,RPQNMLOKKHOFFAX17DA
