南投市,房地(土地+建物),南投縣南投市南營路155巷35弄1~30號,184.15,,鄉村區,乙種建築用地,1071022,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1070709,228.39,5,3,3,有,無,12500000,54731,,0.0,0,,RPVNMLLKKHOFFAM78CA
名間鄉,房地(土地+建物),南投縣名間鄉彰南路606巷1~30號,109.14,,鄉村區,乙種建築用地,1071224,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1071107,209.2,5,2,4,有,無,8500000,40631,,0.0,0,,RPSNMLMKKHOFFAM58CA
名間鄉,房地(土地+建物),南投縣名間鄉彰南路606巷1~30號,109.47,,鄉村區,乙種建築用地,1071224,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1071107,213.7,5,2,4,有,無,8700000,40711,,0.0,0,,RPTNMLMKKHOFFAM68CA
名間鄉,房地(土地+建物),南投縣名間鄉彰南路606巷1~30號,114.29,,鄉村區,乙種建築用地,1071224,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1071107,213.7,5,2,4,有,無,8800000,41179,,0.0,0,,RPUNMLMKKHOFFAM78CA
名間鄉,房地(土地+建物),南投縣名間鄉彰南路606巷1~30號,136.86,,鄉村區,乙種建築用地,1071224,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1071107,223.66,5,2,4,有,無,8900000,39793,,0.0,0,,RPVNMLMKKHOFFAM88CA
中寮鄉,土地,二重溪段361~390地號,2697.0,,山坡地保育區,農牧用地,1080117,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,1483,,0.0,0,親友、員工或其他特殊關係間之交易。;受債權債務影響或債務抵償之交易。;,RPXNMLLLKHOFFAM09CA
南投市,土地,東施厝坪段91~120地號,207.0,住,,,1080104,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1880000,9082,,0.0,0,含未保存登記建物,RPOOMLMLKHOFFAM38CA
南投市,房地(土地+建物)+車位,南投縣南投市復興路631~660號,20.69,住,,,1071228,土地1建物1車位1,一層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850207,123.94,4,2,1,有,有,3396000,27400,坡道機械,0.0,0,,RPQOMLMLKHOFFAM58CA
草屯鎮,土地,中原段541~570地號,2747.02,,特定農業區,農牧用地,1071125,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11188000,4073,,0.0,0,,RPQNMLMKKHOFFBM48CA
草屯鎮,土地,加老段481~510地號,90.11,,特定農業區,農牧用地,1080109,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,776748,8620,,0.0,0,向政府機關承購之案件。;,RPTNMLMKKHOFFBM78CA
草屯鎮,土地,草屯段91~120地號,5.0,商,,,1071227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,561418,112284,,0.0,0,,RPTNMLOKKHOFFBM98CA
草屯鎮,土地,草屯段91~120地號,4.0,商,,,1071227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,451538,112885,,0.0,0,,RPUNMLOKKHOFFBM09CA
草屯鎮,土地,草屯段91~120地號,6.0,商,,,1071227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,671550,111925,,0.0,0,,RPVNMLOKKHOFFBM56CA
草屯鎮,土地,草屯段91~120地號,5.0,商,,,1071227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,625010,125002,,0.0,0,,RPWNMLOKKHOFFBM66CA
草屯鎮,土地,草屯段91~120地號,5.0,商,,,1071227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,624072,124814,,0.0,0,,RPPOMLOKKHOFFBM68CA
草屯鎮,土地,草屯段91~120地號,7.0,商,,,1071227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,865886,123698,,0.0,0,,RPQOMLOKKHOFFBM78CA
草屯鎮,土地,草屯段91~120地號,9.0,商,,,1071227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1197054,133006,,0.0,0,,RPROMLOKKHOFFBM88CA
草屯鎮,土地,草屯段91~120地號,24.0,商,,,1071227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3103890,129329,,0.0,0,,RPSOMLOKKHOFFBM98CA
草屯鎮,房地(土地+建物),南投縣草屯鎮復興路181~210號,1230.0,,特定農業區,農牧用地,1071210,土地1建物1車位0,一層,一層,農舍,農舍,鋼造,0770622,117.09,0,0,0,無,無,16000000,,,0.0,0,,RPVNMLPLKHOFFBM76CA
埔里鎮,土地,寶湖窟段691~720地號,610.0,,山坡地保育區,丙種建築用地,1080108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8700000,14262,,0.0,0,,RPQNMLLKKHOFFCM48CA
埔里鎮,房地(土地+建物),南投縣埔里鎮九成街117巷31~60號,122.21,,鄉村區,乙種建築用地,1080105,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1070515,144.91,4,3,3,有,無,7680000,52998,,0.0,0,,RPQNMLPLKHOFFCM98CA
鹿谷鄉,房地(土地+建物),南投縣鹿谷鄉光復路1~30號,46.85,,鄉村區,乙種建築用地,1080123,土地1建物1車位0,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890804,96.94,3,1,3,有,無,3735000,38529,,0.0,0,,RPRNMLLJKHOFFDM58CA
